Unnamed: 0,review_text,text,review_rating,new_text,sent_difference,room,location,clean,service,value,other
651,"I generally don't love Marriotts because they lack zip, but the location and the roominess makes up for a log.  First, the room was roomy with a galley kitchen, complete with dishwasher. Two queen beds and still room to put your luggage, which is awesome in NY. The lobby is not much, but the staff were very friendly and helpful.   The location, though, was outstanding by my priorities: Eataly's downtown location (less of a zoo than Union Square) is barely two blocks away, Century 21is even closer, and there's a Xi'an Famous Food basically around the corner. It was a short walk to the Brooklyn Bridge and an even shorter walk from the ferry from Brooklyn. The Oculus and Fulton Street stations are just a couple of blocks away, so conveniently located for getting anywhere by subway.â€¦","I generally n't love Marriotts Marriotts lack zip, location roominess make log. First, room wa roomy galley kitchen, complete dishwasher. Two queen bed still room put luggage, awesome NY. The lobby much, staff friendly helpful. The location, though, wa outstanding priority: Eataly's downtown location( le zoo Union Square) barely two block away, Century 21is even closer,'s Xi'an Famous Food basically around corner. It wa short walk Brooklyn Bridge even shorter walk ferry Brooklyn. The Oculus Fulton Street station couple block away, conveniently located getting anywhere subway. â€¦",4,"I generally don't love Marriotts because they lack zip, but the location and the roominess makes up for a log. First, the room was roomy with a galley kitchen, complete with dishwasher. Two queen beds and still room to put your luggage, which is awesome in NY. The lobby is not much, but the staff were very friendly and helpful. The location, though, was outstanding by my priorities: Eataly's downtown location (less of a zoo than Union Square) is barely two blocks away, Century 21is even closer, and there's a Xi'an Famous Food basically around the corner. It was a short walk to the Brooklyn Bridge and an even shorter walk from the ferry from Brooklyn. The Oculus and Fulton Street stations are just a couple of blocks away, so conveniently located for getting anywhere by subway. â€¦",FALSE,"I generally don't love Marriotts because they lack zip, but the location and the roominess makes up for a log. First, the room was roomy with a galley kitchen, complete with dishwasher. Two queen beds and still room to put your luggage, which is awesome in NY.","I generally don't love Marriotts because they lack zip, but the location and the roominess makes up for a log. The location, though, was outstanding by my priorities: Eataly's downtown location (less of a zoo than Union Square) is barely two blocks away, Century 21is even closer, and there's a Xi'an Famous Food basically around the corner. It was a short walk to the Brooklyn Bridge and an even shorter walk from the ferry from Brooklyn.",,"The lobby is not much, but the staff were very friendly and helpful. The location, though, was outstanding by my priorities: Eataly's downtown location (less of a zoo than Union Square) is barely two blocks away, Century 21is even closer, and there's a Xi'an Famous Food basically around the corner.",,"The Oculus and Fulton Street stations are just a couple of blocks away, so conveniently located for getting anywhere by subway. â€¦"
652,"I was here for about 2 months on business and honestly wish I could distill and describe all the reasons why I enjoyed my stay so much!   The staff was unparalleled in their service, response time, attentiveness, and just plain friendliness.  The room was spacious, comfortable, and extremely quiet (one of the most quiet NYC hotel rooms I've ever been in.) Breath of fresh air after a day in the city.  The location was wonderful! Found some of my new favorite spots/restaurants in New York just walking around the area.  Whole-heartedly recommend this hotel, you'll be doing yourself a favor by staying here!   Thank you to the Marriott team!","I wa 2 month business honestly wish I could distill describe reason I enjoyed stay much! The staff wa unparalleled The staff service, response time, attentiveness, plain friendliness. The room wa spacious, comfortable, extremely quiet( one quiet NYC hotel room I've ever.) Breath fresh air day NYC. The location wa wonderful! Found new favorite spots/restaurants New York walking around area. Whole-heartedly recommend hotel,'ll favor staying! Thank Marriott team!",5,"I was here for about 2 months on business and honestly wish I could distill and describe all the reasons why I enjoyed my stay so much!   The staff was unparalleled in their service, response time, attentiveness, and just plain friendliness. The room was spacious, comfortable, and extremely quiet (one of the most quiet NYC hotel rooms I've ever been in. ) Breath of fresh air after a day in the city. The location was wonderful! Found some of my new favorite spots/restaurants in New York just walking around the area. Whole-heartedly recommend this hotel, you'll be doing yourself a favor by staying here!   Thank you to the Marriott team!",FALSE,"I was here for about 2 months on business and honestly wish I could distill and describe all the reasons why I enjoyed my stay so much! The room was spacious, comfortable, and extremely quiet (one of the most quiet NYC hotel rooms I've ever been in. ) Whole-heartedly recommend this hotel, you'll be doing yourself a favor by staying here!",The location was wonderful! Found some of my new favorite spots/restaurants in New York just walking around the area.,Breath of fresh air after a day in the city.,"The staff was unparalleled in their service, response time, attentiveness, and just plain friendliness.",,Thank you to the Marriott team!
653,"We had a great stay at this hotel.  Clean spacious room, comfortable beds and friendly, helpful staff.  In a nice location and conveniently placed for local sights and the subway. Breakfast is fine but better early on as it tends to get very busy later.","We great stay hotel. Clean spacious room, comfortable bed friendly, helpful staff. In nice location conveniently placed local sight subway. Breakfast fine better early tends get busy later.",5,"We had a great stay at this hotel. Clean spacious room, comfortable beds and friendly, helpful staff. In a nice location and conveniently placed for local sights and the subway. Breakfast is fine but better early on as it tends to get very busy later. ",FALSE,"We had a great stay at this hotel. Clean spacious room, comfortable beds and friendly, helpful staff.",In a nice location and conveniently placed for local sights and the subway.,"We had a great stay at this hotel. Clean spacious room, comfortable beds and friendly, helpful staff. In a nice location and conveniently placed for local sights and the subway.","Clean spacious room, comfortable beds and friendly, helpful staff.",,Breakfast is fine but better early on as it tends to get very busy later.
654,"Rooms are noticeably bigger than your average New York City mid-range hotel.   Big enough that it didn't bother me to be in an interior room with no view.  I never opened the shades.  (The big bright stylish clock made the room feel less claustrophobic.)  Comfortable bed and lots of desk space made it easy to work. It's a Residence Inn so the rooms also have fridges, microwaves, plates, glasses, and silverware.  Breakfast was quite good as well, definitely a notch up from the standard rubbery eggs and ""sausage product' that you usually get.  Housekeeping service was a little uneven (coffee packets were not replaced; what's the point of having it if it's only for one day?) but very attentive and courteous at check in.   Staying on Wall Street is not my first choice but thisâ€¦","Rooms noticeably bigger average New York City mid-range hotel. Big enough n't bother interior room view. I never opened shade.( The big bright stylish clock made interior room view feel le claustrophobic.) Comfortable bed lot desk space made easy work. It's Residence Inn Rooms also fridge, microwave, plate, glass, silverware. Breakfast wa quite good well, definitely notch standard rubbery egg `` sausage product' usually get. Housekeeping service wa little uneven( coffee packet replaced;'s point Housekeeping service Housekeeping service's one day?) attentive courteous check. Staying Wall Street first choice thisâ€¦",4,"Rooms are noticeably bigger than your average New York City mid-range hotel. Big enough that it didn't bother me to be in an interior room with no view. I never opened the shades. (The big bright stylish clock made the room feel less claustrophobic. )  Comfortable bed and lots of desk space made it easy to work. It's a Residence Inn so the rooms also have fridges, microwaves, plates, glasses, and silverware. Breakfast was quite good as well, definitely a notch up from the standard rubbery eggs and ""sausage product' that you usually get. Housekeeping service was a little uneven (coffee packets were not replaced; what's the point of having it if it's only for one day?) but very attentive and courteous at check in. Staying on Wall Street is not my first choice but thisâ€¦",FALSE,"Rooms are noticeably bigger than your average New York City mid-range hotel. Big enough that it didn't bother me to be in an interior room with no view. (The big bright stylish clock made the room feel less claustrophobic. ) Comfortable bed and lots of desk space made it easy to work. It's a Residence Inn so the rooms also have fridges, microwaves, plates, glasses, and silverware. but very attentive and courteous at check in. Staying on Wall Street is not my first choice but thisâ€¦",Big enough that it didn't bother me to be in an interior room with no view. (The big bright stylish clock made the room feel less claustrophobic. ) Comfortable bed and lots of desk space made it easy to work.,Comfortable bed and lots of desk space made it easy to work. Housekeeping service was a little uneven (coffee packets were not replaced; what's the point of having it if it's only for one day?),Comfortable bed and lots of desk space made it easy to work. Housekeeping service was a little uneven (coffee packets were not replaced; what's the point of having it if it's only for one day?),,"I never opened the shades. Breakfast was quite good as well, definitely a notch up from the standard rubbery eggs and ""sausage product' that you usually get."
655,"Great attention from the front desk, from Jane and Jessica, always in what we needed. The hotel has a great location near all the subway stations, near all the symbolic things of Downtown such as Memorial 9/11, World Trade Center, Brooklyn Bridge, Oculus,  Wall Streeet, etc. Also we had H&M, Gap, Century 21, and a lot of places too eat such as Eataly and Pret a Manger. We once had a problem with the heater and in some seconds the head of maintenance was in our room and the problem was solved.","Great attention front desk, Jane Jessica, always needed. The hotel ha great location near subway station, near symbolic thing Downtown Memorial 9/11, World Trade Center, Brooklyn Bridge, Oculus, Wall Streeet, etc. Also H& M, Gap, Century 21, lot place eat Eataly Pret Manger. problem heater second head maintenance wa room problem heater wa solved.",5,"Great attention from the front desk, from Jane and Jessica, always in what we needed. The hotel has a great location near all the subway stations, near all the symbolic things of Downtown such as Memorial 9/11, World Trade Center, Brooklyn Bridge, Oculus,  Wall Streeet, etc. Also we had H&M, Gap, Century 21, and a lot of places too eat such as Eataly and Pret a Manger. We once had a problem with the heater and in some seconds the head of maintenance was in our room and the problem was solved. ",FALSE,We once had a problem with the heater and in some seconds the head of maintenance was in our room and the problem was solved.,"The hotel has a great location near all the subway stations, near all the symbolic things of Downtown such as Memorial 9/11, World Trade Center, Brooklyn Bridge, Oculus,  Wall Streeet, etc.","Great attention from the front desk, from Jane and Jessica, always in what we needed. The hotel has a great location near all the subway stations, near all the symbolic things of Downtown such as Memorial 9/11, World Trade Center, Brooklyn Bridge, Oculus,  Wall Streeet, etc. Also we had H&M, Gap, Century 21, and a lot of places too eat such as Eataly and Pret a Manger.","Great attention from the front desk, from Jane and Jessica, always in what we needed.",,
656,"I want to thank for Ms Annabelle White who worked at hotel's front desk. We took a early flight to NYC and arrived at hotel at 9:30 AM. Ms Annabelle gave us a warm welcoming and tried to find a suitable room to hand to us. We're lucky to get early check in so we don't need worry about anything and went to see around the city instantly. Ms Annabelle even texted us twice during our stay to check if everything  right for us, Her heartwarming attitude and  professional skill impressed us so much. Hence when we checked out, she is like our friend already.  And I still want take a chance to thank Michael who chatted with us on Marriot APP, he is very professional and really helpful.  The 7 nights NYC trip was very pleasure, and we are happy to pick Residence Inn New York Downtownâ€¦","I want thank Ms Annabelle White worked hotel's front desk. We took early flight NYC arrived hotel 9:30 AM. Ms Annabelle White worked hotel's front desk gave We warm welcoming tried find suitable room hand We. We're lucky get early check We n't need worry anything went see around NYC instantly. Ms Annabelle White worked hotel's front desk even texted We twice We stay check everything right We, Ms Annabelle White worked hotel's front desk heartwarming attitude professional skill impressed We much. Hence We checked, Ms Annabelle White worked hotel's front desk like We friend already. And I still want take chance thank Michael chatted We Marriot APP, friend professional really helpful. The 7 night NYC trip wa pleasure, We happy pick Residence Inn New York Downtownâ€¦",5,"I want to thank for Ms Annabelle White who worked at hotel's front desk. We took a early flight to NYC and arrived at hotel at 9:30 AM. Ms Annabelle gave us a warm welcoming and tried to find a suitable room to hand to us. We're lucky to get early check in so we don't need worry about anything and went to see around the city instantly. Ms Annabelle even texted us twice during our stay to check if everything  right for us, Her heartwarming attitude and  professional skill impressed us so much. Hence when we checked out, she is like our friend already. And I still want take a chance to thank Michael who chatted with us on Marriot APP, he is very professional and really helpful. The 7 nights NYC trip was very pleasure, and we are happy to pick Residence Inn New York Downtownâ€¦",FALSE,"Ms Annabelle gave us a warm welcoming and tried to find a suitable room to hand to us. We're lucky to get early check in so we don't need worry about anything and went to see around the city instantly. Ms Annabelle even texted us twice during our stay to check if everything  right for us, Her heartwarming attitude and  professional skill impressed us so much.",We're lucky to get early check in so we don't need worry about anything and went to see around the city instantly.,"I want to thank for Ms Annabelle White who worked at hotel's front desk. Ms Annabelle gave us a warm welcoming and tried to find a suitable room to hand to us. Ms Annabelle even texted us twice during our stay to check if everything  right for us, Her heartwarming attitude and  professional skill impressed us so much. Hence when we checked out, she is like our friend already. The 7 nights NYC trip was very pleasure, and we are happy to pick Residence Inn New York Downtownâ€¦","I want to thank for Ms Annabelle White who worked at hotel's front desk. Ms Annabelle gave us a warm welcoming and tried to find a suitable room to hand to us. Ms Annabelle even texted us twice during our stay to check if everything  right for us, Her heartwarming attitude and  professional skill impressed us so much. Hence when we checked out, she is like our friend already. And I still want take a chance to thank Michael who chatted with us on Marriot APP, he is very professional and really helpful.",,We took a early flight to NYC and arrived at hotel at 9:30 AM.
657,"I dealt directly with the Director of Sales, Joseph Horowitz regarding my client who stayed two months at this hotel.  He was always accommodating, courteous and attentive to our needs.  My client had an excellent experience and the staff was wonderful. I would highly recommnd this property.  Thank you again Joseph and Staff for taking such excellent care of my client.","I dealt directly Director Sales, Joseph Horowitz regarding client stayed two month hotel. Joseph Horowitz wa always accommodating, courteous attentive need. client stayed two month hotel excellent experience staff wa wonderful. I would highly recommnd property. Thank Director Sales, Joseph Horowitz taking excellent care client stayed two month hotel.",5,"I dealt directly with the Director of Sales, Joseph Horowitz regarding my client who stayed two months at this hotel. He was always accommodating, courteous and attentive to our needs. My client had an excellent experience and the staff was wonderful. I would highly recommnd this property. Thank you again Joseph and Staff for taking such excellent care of my client. ",FALSE,"I dealt directly with the Director of Sales, Joseph Horowitz regarding my client who stayed two months at this hotel. My client had an excellent experience and the staff was wonderful. Thank you again Joseph and Staff for taking such excellent care of my client.","I dealt directly with the Director of Sales, Joseph Horowitz regarding my client who stayed two months at this hotel.",,"I dealt directly with the Director of Sales, Joseph Horowitz regarding my client who stayed two months at this hotel. My client had an excellent experience and the staff was wonderful. Thank you again Joseph and Staff for taking such excellent care of my client.",,"He was always accommodating, courteous and attentive to our needs. I would highly recommnd this property."
658,"Iâ€™ve been going to NYC for 20 years and this is the first time I stayed downtown.  The hotel room was very quiet, much larger than a typical NYC hotel room, and felt a bit homey.  Just outside the hotel is a 24 hours McDonalds, a Walgreens and shopping and many other places.  Only complaint is that the beds were very firm and the feather pillows were too crunchy.  Overall, good property","I â€™ going NYC 20 year first time I stayed downtown. The hotel room wa quiet, much larger typical NYC hotel room, felt bit homey. Just outside The hotel room 24 hour McDonalds, Walgreens shopping many place. Only complaint bed firm feather pillow crunchy. Overall, good property",4,"Iâ€™ve been going to NYC for 20 years and this is the first time I stayed downtown. The hotel room was very quiet, much larger than a typical NYC hotel room, and felt a bit homey. Just outside the hotel is a 24 hours McDonalds, a Walgreens and shopping and many other places. Only complaint is that the beds were very firm and the feather pillows were too crunchy. Overall, good property",FALSE,"Iâ€™ve been going to NYC for 20 years and this is the first time I stayed downtown. The hotel room was very quiet, much larger than a typical NYC hotel room, and felt a bit homey. Just outside the hotel is a 24 hours McDonalds, a Walgreens and shopping and many other places. Only complaint is that the beds were very firm and the feather pillows were too crunchy.",,,,,"Overall, good property"
659,"I chose the hotel for the proximity to the Federal Reserve where I had meetings. The location was literally a block from there so it was perfect for that. It was also very close to the World Trade Center memorial that I wanted to visit - about a 2-3 minute walk. There are tons of great restaurants in the area as well.   The entrance was a bit hidden due to construction scaffolding, but once I spotted it and took the elevator up to the lobby, it was a smooth checkin process. The lobby staff Genco (Genco was ALWAYS there) and Danielle were fantastic and very attentive throughout my stay. Checkin was fast and I was off to my room to settle in in minutes.  The room itself was tiny for a Residence Inn but considering this is Manhattan, it's probably pretty generous. That said, it wasâ€¦","I chose hotel proximity Federal Reserve I meeting. The location wa literally block The location wa perfect. It wa also close World Trade Center memorial I wanted visit- 2-3 minute walk. There ton great restaurant area well. The entrance wa bit hidden due construction scaffolding, I spotted The entrance took elevator lobby, The entrance wa smooth checkin process. The lobby staff Genco( Genco wa ALWAYS) Danielle fantastic attentive throughout stay. Checkin wa fast I wa room settle minute. room wa tiny Residence Inn considering Manhattan, room's probably pretty generous. That said, wasâ€¦",5,"I chose the hotel for the proximity to the Federal Reserve where I had meetings. The location was literally a block from there so it was perfect for that. It was also very close to the World Trade Center memorial that I wanted to visit - about a 2-3 minute walk. There are tons of great restaurants in the area as well. The entrance was a bit hidden due to construction scaffolding, but once I spotted it and took the elevator up to the lobby, it was a smooth checkin process. The lobby staff Genco (Genco was ALWAYS there) and Danielle were fantastic and very attentive throughout my stay. Checkin was fast and I was off to my room to settle in in minutes. The room itself was tiny for a Residence Inn but considering this is Manhattan, it's probably pretty generous. That said, it wasâ€¦",FALSE,"The entrance was a bit hidden due to construction scaffolding, but once I spotted it and took the elevator up to the lobby, it was a smooth checkin process. The lobby staff Genco (Genco was ALWAYS there) and Danielle were fantastic and very attentive throughout my stay. Checkin was fast and I was off to my room to settle in in minutes. The room itself was tiny for a Residence Inn but considering this is Manhattan, it's probably pretty generous.","The location was literally a block from there so it was perfect for that. It was also very close to the World Trade Center memorial that I wanted to visit - about a 2-3 minute walk. The room itself was tiny for a Residence Inn but considering this is Manhattan, it's probably pretty generous.",There are tons of great restaurants in the area as well.,I chose the hotel for the proximity to the Federal Reserve where I had meetings. There are tons of great restaurants in the area as well. The lobby staff Genco (Genco was ALWAYS there) and Danielle were fantastic and very attentive throughout my stay.,,"That said, it wasâ€¦"
660,"The Front Desk Staff, greeted me with a smile and as an Elite member they treated me like one . Everyone was very nice and the breakfast was clean and very presentable, the breakfast buffet had a little of everything. ","The Front Desk Staff, greeted smile Elite member treated like one. Everyone wa nice breakfast wa clean presentable, breakfast buffet little everything.",5,"The Front Desk Staff, greeted me with a smile and as an Elite member they treated me like one. Everyone was very nice and the breakfast was clean and very presentable, the breakfast buffet had a little of everything. ",FALSE,,,"Everyone was very nice and the breakfast was clean and very presentable, the breakfast buffet had a little of everything.","The Front Desk Staff, greeted me with a smile and as an Elite member they treated me like one.",,
661,I loved my stay.  The staff is well trained to provide the best hospitality.  There is warmth to their smiles and attention to detail and personal touches that made me feel very welcomed.  The subway station is near by and we were never inconvenienced.   The room was clean and cozy.  The breakfast changed everyday and I appreciated the variety.  Great bang for your buck and worth a stay for budget travelers who need to be a bit more comfortable.,I loved stay. The staff well trained provide best hospitality. There warmth The staff smile attention detail personal touch made feel welcomed. The subway station near never inconvenienced. The room wa clean cozy. The breakfast changed everyday I appreciated variety. Great bang buck worth stay budget traveler need bit comfortable.,5,I loved my stay. The staff is well trained to provide the best hospitality. There is warmth to their smiles and attention to detail and personal touches that made me feel very welcomed. The subway station is near by and we were never inconvenienced. The room was clean and cozy. The breakfast changed everyday and I appreciated the variety. Great bang for your buck and worth a stay for budget travelers who need to be a bit more comfortable. ,FALSE,I loved my stay. The room was clean and cozy. Great bang for your buck and worth a stay for budget travelers who need to be a bit more comfortable.,,The room was clean and cozy. Great bang for your buck and worth a stay for budget travelers who need to be a bit more comfortable.,The staff is well trained to provide the best hospitality. There is warmth to their smiles and attention to detail and personal touches that made me feel very welcomed.,The breakfast changed everyday and I appreciated the variety. Great bang for your buck and worth a stay for budget travelers who need to be a bit more comfortable.,The subway station is near by and we were never inconvenienced.
662,"Stayed there for 6 days. Super hotel with happy staff. Lovely, spacious rooms and nice breakfast. The area was nice and quiet in the evening when you came home from a long day of sightseeing. Have only positive things to say about the hotel","Stayed 6 day. Super hotel happy staff. Lovely, spacious room nice breakfast. The area wa nice quiet evening came home long day sightseeing. Have positive thing say Super hotel happy staff",5,"Stayed there for 6 days. Super hotel with happy staff. Lovely, spacious rooms and nice breakfast. The area was nice and quiet in the evening when you came home from a long day of sightseeing. Have only positive things to say about the hotel",FALSE,"Stayed there for 6 days. Lovely, spacious rooms and nice breakfast. The area was nice and quiet in the evening when you came home from a long day of sightseeing.",,,Super hotel with happy staff. Have only positive things to say about the hotel,,
663,"Awesome, friendly service, good breakfast, and most importantly a perfect location. Rooms are spacious and well equipped with a mini kitchen. Walking distance to Battery Park, Brooklyn Bridge, 9/11 memorial and so much more.","Awesome, friendly service, good breakfast, importantly perfect location. Rooms spacious well equipped mini kitchen. Walking distance Battery Park, Brooklyn Bridge, 9/11 memorial much.",5,"Awesome, friendly service, good breakfast, and most importantly a perfect location. Rooms are spacious and well equipped with a mini kitchen. Walking distance to Battery Park, Brooklyn Bridge, 9/11 memorial and so much more. ",FALSE,Rooms are spacious and well equipped with a mini kitchen.,"Awesome, friendly service, good breakfast, and most importantly a perfect location. Walking distance to Battery Park, Brooklyn Bridge, 9/11 memorial and so much more.",,"Awesome, friendly service, good breakfast, and most importantly a perfect location.",,
664,"We stayed here for 5 nights - there were 5 of us in the room on a girls holiday.  The room was spacious - which isnâ€™t the normal for New York!  2 large double beds and a double sofa bed, 2 TVs, kitchen area with full size fridge and microwave and a large bathroom.   The hotel was modern and spotless, house keeping did a fantastic job.   The complimentary breakfast was fantastic - great selection of hot and cold foods - you could ask for a take out box if you were in a rush and wanted to eat on the go. Selection each day included, fruit, cereals, yogurts, croissants, bagels, pain au chocolat and a hot buffet with scrambled eggs, bacon, sausage etc  There was also a Starbucks Machine that was also complimentary with take out cups.  Despite reviews on here saying the queues wereâ€¦","We stayed 5 night- 5 We room girl holiday. room girl holiday wa spacious- â€™ normal New York! 2 large double bed double sofa bed, 2 TVs, kitchen area full size fridge microwave large bathroom. The hotel wa modern spotless, house keeping fantastic job. The complimentary breakfast wa fantastic- great selection hot cold food- could ask take box rush wanted eat go. Selection day included, fruit, cereal, yogurt, croissant, bagel, pain au chocolat hot buffet scrambled egg, bacon, sausage etc There wa also Starbucks Machine wa also complimentary take cup. Despite review saying queue wereâ€¦",5,"We stayed here for 5 nights - there were 5 of us in the room on a girls holiday. The room was spacious - which isnâ€™t the normal for New York!  2 large double beds and a double sofa bed, 2 TVs, kitchen area with full size fridge and microwave and a large bathroom. The hotel was modern and spotless, house keeping did a fantastic job. The complimentary breakfast was fantastic - great selection of hot and cold foods - you could ask for a take out box if you were in a rush and wanted to eat on the go. Selection each day included, fruit, cereals, yogurts, croissants, bagels, pain au chocolat and a hot buffet with scrambled eggs, bacon, sausage etc  There was also a Starbucks Machine that was also complimentary with take out cups. Despite reviews on here saying the queues wereâ€¦",FALSE,"We stayed here for 5 nights - there were 5 of us in the room on a girls holiday. The room was spacious - which isnâ€™t the normal for New York! 2 large double beds and a double sofa bed, 2 TVs, kitchen area with full size fridge and microwave and a large bathroom.",,The complimentary breakfast was fantastic - great selection of hot and cold foods - you could ask for a take out box if you were in a rush and wanted to eat on the go.,,,"The hotel was modern and spotless, house keeping did a fantastic job. Selection each day included, fruit, cereals, yogurts, croissants, bagels, pain au chocolat and a hot buffet with scrambled eggs, bacon, sausage etc  There was also a Starbucks Machine that was also complimentary with take out cups. Despite reviews on here saying the queues wereâ€¦"
665,"Had to book over a week ago to get government rate. Needed to change arrival and rate went up to $400 a night. Kept reservation to save the government money, but cost me a night.  If you drive parking is $60 a day and if you need to go somewhere they will charge you another $60 each time you leave and return. That is OUTRAGEOUS.  Either provide in and out parking for $60 or tell everyone not to drive to their hotel.  Staff was very nice. ","Had book week ago get government rate. Needed change arrival rate went$ 400 night. Kept reservation save government money, cost night. If drive parking$ 60 day need go somewhere need go somewhere charge another$ 60 time leave return. That OUTRAGEOUS. Either provide parking$ 60 tell everyone drive everyone hotel. Staff wa nice.",3,"Had to book over a week ago to get government rate. Needed to change arrival and rate went up to $400 a night. Kept reservation to save the government money, but cost me a night. If you drive parking is $60 a day and if you need to go somewhere they will charge you another $60 each time you leave and return. That is OUTRAGEOUS. Either provide in and out parking for $60 or tell everyone not to drive to their hotel. Staff was very nice. ",FALSE,,,,"Had to book over a week ago to get government rate. Kept reservation to save the government money, but cost me a night. Staff was very nice.","Had to book over a week ago to get government rate. Needed to change arrival and rate went up to $400 a night. Kept reservation to save the government money, but cost me a night.",If you drive parking is $60 a day and if you need to go somewhere they will charge you another $60 each time you leave and return. That is OUTRAGEOUS. Either provide in and out parking for $60 or tell everyone not to drive to their hotel.
666,The Residence inn was in a great location and easy to walk to ground zero and to battery park. The staff was very nice and accommodating.The rooms were very clean and spacious for a family of 5. There were plenty of nice food choices in the area. The subway was right out side the door. Wish we had more time in New York but will be back to stay at this residents inn at the World trade Center. It was a very enjoyable stay!!,The Residence inn wa great location easy walk ground zero battery park. The staff wa nice accommodating. The room clean spacious family 5. There plenty nice food choice area. The subway wa right side door. Wish time New York back stay resident inn World trade Center. It wa enjoyable stay!!,5,The Residence inn was in a great location and easy to walk to ground zero and to battery park. The staff was very nice and accommodating. The rooms were very clean and spacious for a family of 5. There were plenty of nice food choices in the area. The subway was right out side the door. Wish we had more time in New York but will be back to stay at this residents inn at the World trade Center. It was a very enjoyable stay!!,FALSE,The rooms were very clean and spacious for a family of 5. Wish we had more time in New York but will be back to stay at this residents inn at the World trade Center. It was a very enjoyable stay!,The Residence inn was in a great location and easy to walk to ground zero and to battery park.,The Residence inn was in a great location and easy to walk to ground zero and to battery park. The rooms were very clean and spacious for a family of 5. There were plenty of nice food choices in the area.,The staff was very nice and accommodating. There were plenty of nice food choices in the area.,,The subway was right out side the door. !
667,"Enjoyed my time at the residence inn World Trade Center. Room was clean and up to par with Marriot standards. Wasnâ€™t a problem requesting extra cutlery from housekeeping. Encountered respectful staff members on my visit. Also, the sales department was very helpful in allowing me to visit rooms and take pictures and videos to help me better decide which room to pick for my birthday weekend. The refrigerator, stove, and microwave all worked well. ","Enjoyed time residence inn World Trade Center. Room wa clean par Marriot standard. Wasn â€™ problem requesting extra cutlery housekeeping. Encountered respectful staff member visit. Also, sale department wa helpful allowing visit room take picture video help better decide room pick birthday weekend. The refrigerator, stove, microwave worked well.",5,"Enjoyed my time at the residence inn World Trade Center. Room was clean and up to par with Marriot standards. Wasnâ€™t a problem requesting extra cutlery from housekeeping. Encountered respectful staff members on my visit. Also, the sales department was very helpful in allowing me to visit rooms and take pictures and videos to help me better decide which room to pick for my birthday weekend. The refrigerator, stove, and microwave all worked well. ",FALSE,"Room was clean and up to par with Marriot standards. Also, the sales department was very helpful in allowing me to visit rooms and take pictures and videos to help me better decide which room to pick for my birthday weekend.",,"Room was clean and up to par with Marriot standards. Wasnâ€™t a problem requesting extra cutlery from housekeeping. Also, the sales department was very helpful in allowing me to visit rooms and take pictures and videos to help me better decide which room to pick for my birthday weekend.","Wasnâ€™t a problem requesting extra cutlery from housekeeping. Encountered respectful staff members on my visit. Also, the sales department was very helpful in allowing me to visit rooms and take pictures and videos to help me better decide which room to pick for my birthday weekend.",,"Enjoyed my time at the residence inn World Trade Center. The refrigerator, stove, and microwave all worked well."
668,"I've stayed at this property on and off for over a year while assigned to NYC for work. My stays are usually at least 4 nights, and this is a perfect property for my needs and expectations. The rooms are definitely more spacious (even the standard rooms) than other nearby hotels and have some features that are great for extended stays and/or travel with family, such as ample drawer and closet space, vanity/counter space in the bathroom, and of course the kitchenette with full-size refrigerator. The included breakfast is consistently decent compared to other free breakfast hotels and the experience for me has been orderly and pleasant almost all the time (which is exceptional).   Additionally, the staff--from front desk to housekeeping to breakfast area and management--haveâ€¦","I've stayed property year assigned NYC work. My stay usually least 4 night, perfect property need expectation. The room definitely spacious( even standard room) nearby hotel feature great extended stay and/or travel family, ample drawer closet space, vanity/counter space bathroom, course kitchenette full-size refrigerator. The included breakfast consistently decent compared free breakfast hotel experience ha orderly pleasant almost time( exceptional). Additionally, staff -- front desk housekeeping breakfast area management -- haveâ€¦",5,"I've stayed at this property on and off for over a year while assigned to NYC for work. My stays are usually at least 4 nights, and this is a perfect property for my needs and expectations. The rooms are definitely more spacious (even the standard rooms) than other nearby hotels and have some features that are great for extended stays and/or travel with family, such as ample drawer and closet space, vanity/counter space in the bathroom, and of course the kitchenette with full-size refrigerator. The included breakfast is consistently decent compared to other free breakfast hotels and the experience for me has been orderly and pleasant almost all the time (which is exceptional). Additionally, the staff--from front desk to housekeeping to breakfast area and management--haveâ€¦",FALSE,"I've stayed at this property on and off for over a year while assigned to NYC for work. My stays are usually at least 4 nights, and this is a perfect property for my needs and expectations. The rooms are definitely more spacious (even the standard rooms) than other nearby hotels and have some features that are great for extended stays and/or travel with family, such as ample drawer and closet space, vanity/counter space in the bathroom, and of course the kitchenette with full-size refrigerator.","The rooms are definitely more spacious (even the standard rooms) than other nearby hotels and have some features that are great for extended stays and/or travel with family, such as ample drawer and closet space, vanity/counter space in the bathroom, and of course the kitchenette with full-size refrigerator.","The rooms are definitely more spacious (even the standard rooms) than other nearby hotels and have some features that are great for extended stays and/or travel with family, such as ample drawer and closet space, vanity/counter space in the bathroom, and of course the kitchenette with full-size refrigerator. The included breakfast is consistently decent compared to other free breakfast hotels and the experience for me has been orderly and pleasant almost all the time (which is exceptional). Additionally, the staff--from front desk to housekeeping to breakfast area and management--haveâ€¦","Additionally, the staff--from front desk to housekeeping to breakfast area and management--haveâ€¦",,
